0,0,25457.14,0,565.71,0
1,0,26026,0,572,0
2,0,26601.14,0,578.29,0
3,0,27182.57,0,584.57,0
4,0,27770.29,0,590.86,0
5,0,28364.29,0,597.14,0
6,0,28964.57,0,603.43,0
7,0,29571.14,0,609.71,0
8,0,30184,0,616,0
9,0,30803.14,0,622.29,0
10,0,31428.57,0,628.57,0
11,0,32060.29,0,634.86,0
12,0,32698.29,0,641.14,0
13,0,33342.57,0,647.43,0
14,0,33993.14,0,653.71,0
15,0,34650,0,660,0
16,0,35313.14,0,666.29,0
17,0,35982.57,0,672.57,0
18,0,36658.29,0,678.86,0
19,0,37340.29,0,685.14,0
20,0,38028.57,0,691.43,0
21,0,38723.14,0,697.71,0
22,0,39057.0653,0,0,0
