0,0,23689.7381,0,592.16,0
1,0,24284.6932,0,597.76,0
2,0,24885.2726,0,603.41,0
3,0,25491.53,0,609.10,0
4,0,26103.50,0,614.84,0
5,0,26721.22,0,620.62,0
6,0,27344.75,0,626.43,0
7,0,27974.09,0,632.27,0
8,0,28609.29,0,638.14,0
9,0,29250.38,0,644.03,0
10,0,29897.37,0,649.95,0
11,0,30550.29,0,655.89,0
12,0,31209.15,0,661.85,0
13,0,31873.99,0,667.83,0
14,0,32544.81,0,673.82,0
15,0,33221.64,0,679.83,0
16,0,33904.48,0,685.86,0
17,0,34593.35,0,691.89,0
18,0,35288.27,0,697.94,0
19,0,35989.24,0,704.00,0
20,0,2408.65,0,566.03,0
21,0,1898.75,0,462.70,0
22,0,1473.82,0,389.93,0
23,0,1115.01,0,329.11,0
24,0,813.41,0,274.94,0
25,0,563.71,0,225.04,0
26,0,362.35,0,178.09,0
27,0,206.82,0,133.29,0
28,0,95.41,0,89.70,0
29,0,27.00,0,47.32,0
30,0,0.43,0,5.95,0
31,0,39057.00,0,0.00,0
